AvgClickPosition,AvgImpressionPosition,Clicks,Date,Impressions,Query,__type
-1,7,2,/Date(1773990000000-0700)/,37,https://serenfermera.com/posiciones-quirurgicas-cuidados-de-enfermeria-y-prevencion-de-complicaciones/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,19,2,/Date(1773990000000-0700)/,34,https://serenfermera.com/proceso-atencion-enfermeria-plan-de-cuidados-de-enfermeria-ejemplos/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,2,/Date(1773990000000-0700)/,29,https://serenfermera.com/plan-de-cuidados-de-enfermeria-embarazo/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,2,/Date(1773990000000-0700)/,29,https://serenfermera.com/que-es-gestion-del-cuidado-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,2,/Date(1773990000000-0700)/,11,https://serenfermera.com/caso-practico-fuden-cuidados-enfermeria-en-urgencias-modulo-i-respuestas/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,2,2,/Date(1773990000000-0700)/,9,https://serenfermera.com/competencias-y-habilidades-de-auxiliar-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1773990000000-0700)/,9,https://serenfermera.com/deterioramiento-cognitivo-cuidados-de-enfermeria-problemas-potenciales/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1773990000000-0700)/,6,https://serenfermera.com/cistostomia-suprapubica-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1773990000000-0700)/,4,https://serenfermera.com/resumen-evolucion-historica-del-tecnico-en-cuidados-auxiliares-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,2,/Date(1773990000000-0700)/,3,https://serenfermera.com/cual-es-la-diferencia-entre-6x-y-30x-en-homeopatia/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,2,/Date(1773990000000-0700)/,3,https://serenfermera.com/definicion-tacto-rectal-auxiliar-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,72,https://serenfermera.com/datos-de-enfermeria-subjetivos-vs-objetivo/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,60,https://serenfermera.com/plan-de-cuidados-y-plan-de-atencion-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,16,1,/Date(1773990000000-0700)/,54,https://serenfermera.com/cronograma-de-actividades-de-auxiliar-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,3,1,/Date(1773990000000-0700)/,49,https://serenfermera.com/importancia-de-la-promocion-de-la-salud-en-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,1,/Date(1773990000000-0700)/,48,https://serenfermera.com/tablon-en-blanco-actualizacion-para-enfermeria-de-salud-mental/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1773990000000-0700)/,41,https://serenfermera.com/tecnica-saer-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,35,https://serenfermera.com/cuidados-de-enfermeria-en-tococirugia/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1773990000000-0700)/,28,https://serenfermera.com/valoracion-cuidados-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,1,/Date(1773990000000-0700)/,26,https://serenfermera.com/tecnica-para-toma-de-papanicolaou-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,15,1,/Date(1773990000000-0700)/,25,https://serenfermera.com/cronograma-modelos-de-cuidados-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,22,https://serenfermera.com/cuidados-en-la-adolescencia-cto-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,18,https://serenfermera.com/rol-de-enfermeria-en-salud-mental/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,16,https://serenfermera.com/cateter-umbilical-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,15,https://serenfermera.com/cuidados-de-enfermeria-en-unidad-de-cuidados-intensivos/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,1,/Date(1773990000000-0700)/,14,https://serenfermera.com/preoperatorio-mediato-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,3,1,/Date(1773990000000-0700)/,13,https://serenfermera.com/proceso-de-planificacion-de-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,13,https://serenfermera.com/cuidados-de-enfermeria-en-urgencias-modulo-2-tablon-en-blanco/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,1,/Date(1773990000000-0700)/,12,https://serenfermera.com/cuidados-de-enfermeria-de-cronicos-en-ap/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1773990000000-0700)/,12,https://serenfermera.com/tecnica-hacer-camas-auxiliar-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,11,https://serenfermera.com/gastroenteritis-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,11,https://serenfermera.com/drenaje-redon-cuidados-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1773990000000-0700)/,6,https://serenfermera.com/cuidados-de-enfermeria-en-uci-pediatrica/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,4,https://serenfermera.com/preguntas-para-un-paciente-de-enfermeria-en-salud-mentan/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1773990000000-0700)/,3,https://serenfermera.com/enfermera-de-radiologia/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1773990000000-0700)/,2,https://serenfermera.com/auxiliar-de-enfermeria-como-lavar-los-genitales-masculinos/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,8,1,/Date(1773990000000-0700)/,2,https://serenfermera.com/como-me-convierto-en-fisioterapeuta-en-nueva-zelanda/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,2,1,/Date(1773990000000-0700)/,2,https://serenfermera.com/cuidados-de-enfermeria-en-el-servicio-de-ginecologia/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,1,1,/Date(1773990000000-0700)/,1,https://serenfermera.com/con-que-frecuencia-debo-hacer-ejercicios-de-fisioterapia/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,1,/Date(1773990000000-0700)/,1,https://serenfermera.com/convenio-dd-auxiliar-de-enfermeria-en-residencia/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,0,/Date(1773990000000-0700)/,268,https://serenfermera.com/venoclisis-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,0,/Date(1773990000000-0700)/,148,https://serenfermera.com/metaparadigma-de-enfermeria-cuidado/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,0,/Date(1773990000000-0700)/,125,https://serenfermera.com/procedimientos-y-tecnicas-basicas-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,0,/Date(1773990000000-0700)/,66,https://serenfermera.com/como-hacer-una-hoja-de-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,8,0,/Date(1773990000000-0700)/,66,https://serenfermera.com/tecnica-de-lavado-de-manos-clinico-en-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,0,/Date(1773990000000-0700)/,56,https://serenfermera.com/cuidados-de-enfermeria-para-irrigacion-vesical/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,0,/Date(1773990000000-0700)/,53,https://serenfermera.com/enfermeria-comunitaria-prevencion-y-promocion-de-la-salud/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,8,0,/Date(1773990000000-0700)/,47,https://serenfermera.com/diferentes-tipos-de-shock-y-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,0,/Date(1773990000000-0700)/,46,https://serenfermera.com/gasometria-arterial-tecnica-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,0,/Date(1773990000000-0700)/,41,https://serenfermera.com/lavado-gastrico-tecnica-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,0,/Date(1773990000000-0700)/,38,https://serenfermera.com/ejemplo-de-plan-de-cuidados-de-enfermeria-nanda/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,0,/Date(1773990000000-0700)/,37,https://serenfermera.com/como-hacer-el-sao-fct-auxiliar-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,8,0,/Date(1773990000000-0700)/,31,https://serenfermera.com/registro-de-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,0,/Date(1773990000000-0700)/,30,https://serenfermera.com/cuidados-enfermeria-de-herida-con-costra/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,0,/Date(1773990000000-0700)/,28,https://serenfermera.com/plan-de-cuidados-de-enfermeria-infartode-miocardio/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,0,/Date(1773990000000-0700)/,26,https://serenfermera.com/etapas-del-plan-de-cuidados-de-enfermeria-place/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,0,/Date(1773990000000-0700)/,26,https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-paciente-con-hipertension-arterial/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,0,/Date(1773990000000-0700)/,25,https://serenfermera.com/procedimientos-basicos-y-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,0,/Date(1773990000000-0700)/,25,https://serenfermera.com/cuidados-dependientes-independientes-e-interdependientes-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,0,/Date(1773990000000-0700)/,24,https://serenfermera.com/rol-de-la-enfermeria-comunitaria-promocion-salud/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,0,/Date(1773990000000-0700)/,23,https://serenfermera.com/edema-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,0,/Date(1773990000000-0700)/,22,https://serenfermera.com/tecnica-cateter-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,0,/Date(1773990000000-0700)/,18,https://serenfermera.com/negligencia-en-ejemplos-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,3,19,/Date(1774594800000-0700)/,371,https://serenfermera.com/plan-de-cuidados-enfermeria-ejemplopaso-a-paso/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,14,/Date(1774594800000-0700)/,402,https://serenfermera.com/cuidados-de-enfermeria-oms/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,14,/Date(1774594800000-0700)/,33,https://serenfermera.com/protocolo-de-cuidados-auxiliaresde-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,9,/Date(1774594800000-0700)/,157,https://serenfermera.com/metaparadigma-de-enfermeria-cuidado/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,9,/Date(1774594800000-0700)/,91,https://serenfermera.com/principios-eticos-en-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,8,/Date(1774594800000-0700)/,178,https://serenfermera.com/ejemplo-calculo-balance-hidrico-auxiliar-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,8,/Date(1774594800000-0700)/,58,https://serenfermera.com/que-es-el-cuidado-de-la-enfermeria-definicion/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,7,/Date(1774594800000-0700)/,112,https://serenfermera.com/cuidado-humanizado-en-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,6,/Date(1774594800000-0700)/,116,https://serenfermera.com/proceso-salud-enfermedad-en-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,6,/Date(1774594800000-0700)/,73,https://serenfermera.com/cuidados-de-enfermeria-en-el-puerperio/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,6,/Date(1774594800000-0700)/,69,https://serenfermera.com/funciones-y-tecnicas-asistenciales-del-personal-de-enfermeria-atencion-primari/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,5,/Date(1774594800000-0700)/,227,https://serenfermera.com/venoclisis-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,5,/Date(1774594800000-0700)/,139,https://serenfermera.com/procedimientos-y-tecnicas-basicas-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,5,/Date(1774594800000-0700)/,69,https://serenfermera.com/que-es-gestion-del-cuidado-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,5,/Date(1774594800000-0700)/,48,https://serenfermera.com/enfermeria-en-salud-ocupacional/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,5,/Date(1774594800000-0700)/,11,https://serenfermera.com/protocolo-higiene-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,4,/Date(1774594800000-0700)/,286,https://serenfermera.com/cuidados-de-enfermeria-toma-de-signos-vitales/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,3,4,/Date(1774594800000-0700)/,30,https://serenfermera.com/valores-profesionales-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,4,/Date(1774594800000-0700)/,25,https://serenfermera.com/ejemplo-de-plan-de-cuidados-de-enfermeria-nanda/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,3,/Date(1774594800000-0700)/,130,https://serenfermera.com/ejemplos-de-enfermeria-sbar/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,3,/Date(1774594800000-0700)/,86,https://serenfermera.com/tecnica-saer-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,3,/Date(1774594800000-0700)/,80,https://serenfermera.com/cuidados-de-enfermeria-en-unidad-de-cuidados-intensivos/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,3,/Date(1774594800000-0700)/,35,https://serenfermera.com/cuidados-de-enfermeria-en-dialisis-y-hemodialisis/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,2,3,/Date(1774594800000-0700)/,6,https://serenfermera.com/trabajo-en-equipo-en-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,2,3,/Date(1774594800000-0700)/,6,https://serenfermera.com/resumen-evolucion-historica-del-tecnico-en-cuidados-auxiliares-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,3,3,/Date(1774594800000-0700)/,6,https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-hepatitis/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,2,3,/Date(1774594800000-0700)/,6,https://serenfermera.com/conocimientos-importantes-enfermeria-cuidados-intensivos/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,2,/Date(1774594800000-0700)/,165,https://serenfermera.com/hoja-de-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,2,/Date(1774594800000-0700)/,99,https://serenfermera.com/enfermeria-comunitaria-prevencion-y-promocion-de-la-salud/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,2,/Date(1774594800000-0700)/,64,https://serenfermera.com/cuidados-de-enfermeria-en-el-paciente-quirurgico-transoperatorio/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1774594800000-0700)/,64,https://serenfermera.com/cuidados-de-enfermeria-en-tococirugia/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1774594800000-0700)/,57,https://serenfermera.com/temas-de-salud-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1774594800000-0700)/,52,https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-enfermedades-respiratorias/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,2,/Date(1774594800000-0700)/,49,https://serenfermera.com/proceso-atencion-enfermeria-plan-de-cuidados-de-enfermeria-ejemplos/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1774594800000-0700)/,45,https://serenfermera.com/enfermeria-cuidado-integral-defiicion/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,2,/Date(1774594800000-0700)/,42,https://serenfermera.com/cuidados-de-enfermeria-al-ingreso-del-paciente/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,3,2,/Date(1774594800000-0700)/,27,https://serenfermera.com/dilema-etico-en-ejemplos-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,2,/Date(1774594800000-0700)/,24,https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-nefrologicos/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,2,/Date(1774594800000-0700)/,19,https://serenfermera.com/cateter-venoso-central-cuidados-de-enfermeria-uc/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1774594800000-0700)/,13,https://serenfermera.com/cuidados-de-enfermeria-a-pacientes-neurologicos/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,2,/Date(1774594800000-0700)/,12,https://serenfermera.com/cuidados-enfermeria-pediatricos-en-cirugia/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,3,2,/Date(1774594800000-0700)/,11,https://serenfermera.com/alzheimer-cuidados-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,2,/Date(1774594800000-0700)/,10,https://serenfermera.com/cuidados-de-enfermeria-despues-de-una-cesarea/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,6,1,/Date(1774594800000-0700)/,189,https://serenfermera.com/plan-de-cuidados-de-enfermeria-postoperatorio/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1774594800000-0700)/,152,https://serenfermera.com/como-hacer-el-sao-fct-auxiliar-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1774594800000-0700)/,151,https://serenfermera.com/cuidados-enfermeria-tablon-en-blanco/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1774594800000-0700)/,108,https://serenfermera.com/datos-de-enfermeria-subjetivos-vs-objetivo/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1774594800000-0700)/,87,https://serenfermera.com/cuidados-de-enfermeria-cambios-posturales/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,1,/Date(1774594800000-0700)/,77,https://serenfermera.com/cuidados-de-enfermeria-para-irrigacion-vesical/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1774594800000-0700)/,68,https://serenfermera.com/cuidados-paliativos-enfermo-terminal-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,8,1,/Date(1774594800000-0700)/,65,https://serenfermera.com/tablon-en-blanco-actualizacion-para-enfermeria-de-salud-mental/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1774594800000-0700)/,62,https://serenfermera.com/plan-de-cuidados-y-plan-de-atencion-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1774594800000-0700)/,60,https://serenfermera.com/cuidados-dependientes-independientes-e-interdependientes-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1774594800000-0700)/,51,https://serenfermera.com/importancia-de-la-promocion-de-la-salud-en-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,1,/Date(1774594800000-0700)/,40,https://serenfermera.com/define-signo-y-sontomas-y-ejemplos-de-auxiliar-de-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,7,1,/Date(1774594800000-0700)/,25,https://serenfermera.com/valoracion-cuidados-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,1,/Date(1774594800000-0700)/,17,https://serenfermera.com/cuidados-de-enfermeria-en-cateteres/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,4,1,/Date(1774594800000-0700)/,15,https://serenfermera.com/cuidados-en-la-adolescencia-cto-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,2,1,/Date(1774594800000-0700)/,15,https://serenfermera.com/responsabilidad-profesional-y-tecnica-en-enfermeria/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,5,1,/Date(1774594800000-0700)/,15,https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-discapacitados/,QueryStats:#Microsoft.Bing.Webmaster.Api
-1,3,1,/Date(1774594800000-0700)/,15,https://serenfermera.com/15-cosas-que-todo-estudiante-de-enfermeria-debe-saber/,QueryStats:#Microsoft.Bing.Webmaster.Api
