"Page","Impressions","Clicks","CTR","Avg. Position"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-paciente-con-hipertension-arterial/","65","0","0%","7.123101538461539"
"https://serenfermera.com/ejemplo-de-plan-de-cuidados-de-enfermeria-nanda/","63","4","6.3500000000000005%","6.523836507936508"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-perfusion-tisular-periferica-ineficaz/","62","0","0%","7.9516338709677425"
"https://serenfermera.com/posiciones-quirurgicas-cuidados-de-enfermeria-y-prevencion-de-complicaciones/","61","2","3.2800000000000002%","7.295086885245901"
"https://serenfermera.com/trabajo-en-equipo-en-enfermeria/","61","8","13.11%","2.8688573770491805"
"https://serenfermera.com/estilos-de-liderazgo-en-enfermeria/","58","12","20.69%","3.4310379310344823"
"https://serenfermera.com/cuidados-de-enfermeria-de-cronicos-en-ap/","55","1","1.82%","5.381816363636363"
"https://serenfermera.com/cronograma-de-actividades-de-auxiliar-de-enfermeria/","54","1","1.85%","16.0741"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-embarazo/","53","2","3.77%","6.301892452830188"
"https://serenfermera.com/nic-enfermeria-cuidados-de-ulceras-por-presion/","53","1","1.8900000000000001%","6.094337735849057"
"https://serenfermera.com/enfermeria-en-salud-mental/","51","2","3.92%","5.431382352941176"
"https://serenfermera.com/proceso-de-planificacion-de-cuidados-de-enfermeria/","51","1","1.96%","5.0588235294117645"
"https://serenfermera.com/cuidados-en-la-adolescencia-cto-enfermeria/","50","2","4%","4.959998000000001"
"https://serenfermera.com/enfermeria-en-salud-publica-definicion/","48","4","8.33%","3.4583270833333337"
"https://serenfermera.com/preoperatorio-mediato-cuidados-de-enfermeria/","47","1","2.13%","6.212791489361702"
"https://serenfermera.com/procedimientos-basicos-y-cuidados-de-enfermeria/","47","0","0%","3.659617021276596"
"https://serenfermera.com/cronograma-modelos-de-cuidados-enfermeria/","44","3","6.82%","10.159063636363635"
"https://serenfermera.com/cuidados-de-enfermeria-en-emergencias-y-desastres/","44","0","0%","5.477252272727273"
"https://serenfermera.com/cuidados-de-enfermeria-sonda-foley/","43","0","0%","5.279093023255814"
"https://serenfermera.com/cuidados-del-ombligo-del-recien-nacido-enfermeria/","41","0","0%","5.487804878048781"
"https://serenfermera.com/rol-de-enfermeria-en-salud-mental/","40","5","12.5%","8.950015"
"https://serenfermera.com/cpap-neonatal-cuidados-de-enfermeria/","40","0","0%","8.224985"
"https://serenfermera.com/etapas-del-plan-de-cuidados-de-enfermeria-place/","39","0","0%","6.6923076923076925"
"https://serenfermera.com/etiquetas-diagnosticas-de-los-planes-de-cuidados-de-enfermeria/","39","0","0%","4.410243589743589"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-pacientes-con-adicciones/","38","2","5.26%","3.526331578947369"
"https://serenfermera.com/cuidados-de-enfermeria-en-heridas-contaminadas/","38","3","7.890000000000001%","5.447392105263158"
"https://serenfermera.com/peliculas-cuidados-enfermeria/","37","1","2.7%","7.621621621621622"
"https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-hepatitis/","36","8","22.22%","3.805541666666667"
"https://serenfermera.com/rol-de-la-enfermeria-comunitaria-promocion-salud/","35","0","0%","5.200037142857142"
"https://serenfermera.com/dextrosa-al-10-en-agua-cuidados-de-enfermeria/","35","1","2.86%","4.885708571428571"
"https://serenfermera.com/actividades-de-enfermeria-en-centro-de-salud/","35","1","2.86%","7.314291428571429"
"https://serenfermera.com/practica-basada-en-evidencia-en-ejemplos-de-enfermeria/","35","1","2.86%","7.171431428571428"
"https://serenfermera.com/teoricas-del-cuidado-de-enfermeria/","34","0","0%","6.3529382352941175"
"https://serenfermera.com/drenaje-redon-cuidados-enfermeria/","34","1","2.94%","5.735297058823529"
"https://serenfermera.com/protocolo-de-cuidados-auxiliaresde-enfermeria/","33","14","42.42%","6.060609090909091"
"https://serenfermera.com/irc-cuidados-de-enfermeria/","32","3","9.38%","5.500015625"
"https://serenfermera.com/responsabilidad-profesional-y-tecnica-en-enfermeria/","31","4","12.9%","2.8709838709677418"
"https://serenfermera.com/cursos-logoss-auxiliar-de-enfermeria-paquetes-de-60-creditos/","29","0","0%","5.310365517241379"
"https://serenfermera.com/cateter-umbilical-cuidados-de-enfermeria/","28","2","7.140000000000001%","5.607128571428571"
"https://serenfermera.com/negligencia-en-ejemplos-de-enfermeria/","28","1","3.5700000000000003%","3.8571285714285715"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-infartode-miocardio/","28","0","0%","5.714300000000001"
"https://serenfermera.com/edema-cuidados-de-enfermeria/","27","1","3.7%","4.629614814814815"
"https://serenfermera.com/cuidados-de-enfermeria-en-el-postoperatorio-inmediato/","26","1","3.85%","8"
"https://serenfermera.com/deterioramiento-cognitivo-cuidados-de-enfermeria-problemas-potenciales/","25","9","36%","4.719975999999999"
"https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-nefrologicos/","24","2","8.33%","4.833333333333333"
"https://serenfermera.com/oxigenoterapia-neonatal-cuidados-de-enfermeria/","24","2","8.33%","6.041666666666667"
"https://serenfermera.com/cuidados-de-enfermeria-al-paciente-con-dolor/","24","5","20.830000000000002%","6.374995833333333"
"https://serenfermera.com/cuidados-de-enfermeria-para-nebulizaciones/","24","1","4.17%","5.041641666666667"
"https://serenfermera.com/cuidados-de-enfermeria-en-cateteres/","24","3","12.5%","3.9166375"
"https://serenfermera.com/cuales-son-los-cuidados-de-enfermeria-en-pacientes-criticos/","23","0","0%","6.434791304347827"
"https://serenfermera.com/auxiliar-de-enfermeria-muy-importante/","22","0","0%","6"
"https://serenfermera.com/estructura-de-un-plan-de-cuidados-de-enfermeria-y-ejemplos/","22","0","0%","4.95455"
"https://serenfermera.com/cuidados-de-enfermeria-en-el-post-operatorio-inmediato/","22","0","0%","5.318149999999999"
"https://serenfermera.com/que-hace-una-enfermera-practicante/","22","0","0%","6.04545"
"https://serenfermera.com/auxiliar-de-enfermeria-drenajes/","21","0","0%","6.571428571428571"
"https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-pleurevac/","20","0","0%","7.60004"
"https://serenfermera.com/cuidados-de-enfermeria-a-pacientes-neurologicos/","20","3","15%","4.24996"
"https://serenfermera.com/comunicacion-terapeutica-en-enfermeria/","19","1","5.26%","4.999984210526315"
"https://serenfermera.com/cateter-venoso-central-cuidados-de-enfermeria-uc/","19","2","10.53%","6.947363157894737"
"https://serenfermera.com/protocolo-higiene-cuidados-de-enfermeria/","19","5","26.32%","4.421042105263157"
"https://serenfermera.com/cistostomia-suprapubica-cuidados-de-enfermeria/","19","3","15.790000000000001%","5.368421052631579"
"https://serenfermera.com/cuidados-de-enfermeria-en-el-parto-y-postparto/","19","1","5.26%","3.631552631578947"
"https://serenfermera.com/protocolo-cuidados-paliativos-enfermeria/","19","0","0%","7.947347368421052"
"https://serenfermera.com/drenaje-percutaneo-cuidados-de-enfermeria/","18","4","22.22%","2.8889000000000005"
"https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-cancer/","18","0","0%","4.5556"
"https://serenfermera.com/10-cuidados-de-enfermeria-en-diabetes/","18","0","0%","6.111138888888889"
"https://serenfermera.com/master-en-enfermeria-psiquiatrica-y-salud-mental-uab/","18","0","0%","5.5"
"https://serenfermera.com/tecnica-de-lavado-de-manos-en-enfermeria-video/","17","0","0%","6.5882"
"https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-discapacitados/","17","1","5.88%","5.117676470588235"
"https://serenfermera.com/adrenalina-vademecum-cuidados-de-enfermeria/","16","0","0%","3.8125312499999997"
"https://serenfermera.com/planes-de-cuidado-de-enfermeria-en-pediatria/","16","2","12.5%","9.625037500000001"
"https://serenfermera.com/valoracion-y-cuidados-de-enfermeria-en-la-adolescencia-cto/","16","0","0%","4.74999375"
"https://serenfermera.com/mantenimiento-y-proteccion-de-salud-obligacion-de-enfermeria/","15","3","20%","4.6"
"https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-ventilacion-mecanica/","15","1","6.67%","7.2667"
"https://serenfermera.com/horario-enfermeria-centros-de-salud/","15","0","0%","5"
"https://serenfermera.com/actividades-del-auxiliar-de-enfermeria-en-urganciaa/","15","0","0%","4"
"https://serenfermera.com/15-cosas-que-todo-estudiante-de-enfermeria-debe-saber/","15","1","6.67%","3.1333"
"https://serenfermera.com/para-que-se-utiliza-rhus-tox-en-homeopatia/","14","0","0%","4.285728571428572"
"https://serenfermera.com/paciente-con-nefrostomia-cuidados-enfermeria/","14","0","0%","7.7143"
"https://serenfermera.com/cuidados-enfermeria-trendelemburg/","13","0","0%","4.3846"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-tabaquismo/","13","0","0%","7.153784615384615"
"https://serenfermera.com/cuidados-de-enfermeria-para-prevenir-flebitis/","13","0","0%","5.307699999999999"
"https://serenfermera.com/deterioror-de-intercambio-gaseoso-plan-de-cuidados-enfermeria/","13","0","0%","5.8462"
"https://serenfermera.com/cuidados-de-enfermeria-en-urgencias-modulo-2-tablon-en-blanco/","13","1","7.69%","4.7692"
"https://serenfermera.com/modelo-de-la-marea-enfermeria-salud-mental/","13","0","0%","8.0769"
"https://serenfermera.com/cuidados-enfermeria-pediatricos-en-cirugia/","13","3","23.080000000000002%","3.8461538461538463"
"https://serenfermera.com/cuidados-de-enfermeria-en-sonda-vesical/","13","0","0%","6.692300000000001"
"https://serenfermera.com/cuidados-de-enfermeria-en-el-entorno-del-paciente/","13","1","7.69%","4.7692"
"https://serenfermera.com/cuidados-de-enfermeria-cardiovascular/","12","1","8.33%","5.6667"
"https://serenfermera.com/cuidados-enfermeria-atropina/","12","0","0%","2.5833"
"https://serenfermera.com/cuidados-de-enfermeria-en-uci-pediatrica/","12","1","8.33%","6.750025"
"https://serenfermera.com/cuidados-de-enfermeria-resfriado-comun-ninos/","12","0","0%","1.8333000000000002"
"https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-inconscientes/","12","0","0%","2.5"
"https://serenfermera.com/que-codigos-cpt-se-utilizan-para-la-fisioterapia/","12","0","0%","5.5"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-uci/","12","0","0%","4.1666"
"https://serenfermera.com/cuidados-de-enfermeria-post-transfusion-sanguinea/","12","4","33.33%","2.33335"
"https://serenfermera.com/fracturas-tipos-y-cuidados-de-enfermeria/","12","0","0%","6.25"
"https://serenfermera.com/preguntas-que-hacer-en-una-entrevista-de-enfermeria/","12","0","0%","7.4167"
"https://serenfermera.com/tecnica-hacer-camas-auxiliar-enfermeria/","12","1","8.33%","6.5833"
"https://serenfermera.com/como-hablar-y-tratar-al-paciente-auxiliar-enfermeria/","12","0","0%","7.4167"
"https://serenfermera.com/frases-famosas-dw-enfermeria-sobre-cuidados/","11","0","0%","6"
"https://serenfermera.com/los-diabeticos-pueden-recibir-masajes/","11","0","0%","3.8182"
"https://serenfermera.com/caso-practico-fuden-cuidados-enfermeria-en-urgencias-modulo-i-respuestas/","11","2","18.18%","5.6364"
"https://serenfermera.com/cuidados-de-enfermeria-en-el-epoc/","11","0","0%","4.1818"
"https://serenfermera.com/elementos-basicos-de-la-evaluacion-del-cuidado-de-enfermeria/","11","0","0%","5.4545"
"https://serenfermera.com/cuidados-de-enfermeria-post-apendicectomia/","11","2","18.18%","4.999954545454545"
"https://serenfermera.com/ciclo-auxiliar-de-enfermeria-plan-de-estuidos/","11","2","18.18%","5.909099999999999"
"https://serenfermera.com/funcion-del-tecnico-en-enfermeria/","11","0","0%","4.3636"
"https://serenfermera.com/gastroenteritis-cuidados-de-enfermeria/","11","1","9.09%","4.7273"
"https://serenfermera.com/competencia-cultural-en-enfermeria/","11","0","0%","6.5455000000000005"
"https://serenfermera.com/bases-ope-scs-auxiliar-enfermeria/","11","0","0%","8"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-para-nino-sano/","11","1","9.09%","5.0909"
"https://serenfermera.com/alzheimer-cuidados-de-enfermeria/","11","2","18.18%","3.3636"
"https://serenfermera.com/acetaminofen-vademecum-cuidados-de-enfermeria/","11","0","0%","3.4545454545454546"
"https://serenfermera.com/auxiliar-de-enfermeria-como-lavar-los-genitales-masculinos/","10","1","10%","6.49996"
"https://serenfermera.com/auxiliar-de-enfermeria-que-grupo-de-cotizacion-es/","10","2","20%","3.00002"
"https://serenfermera.com/cuidados-de-enfermeria-despues-de-una-cesarea/","10","2","20%","5.8"
"https://serenfermera.com/resumen-evolucion-historica-del-tecnico-en-cuidados-auxiliares-de-enfermeria/","10","5","50%","2.9"
"https://serenfermera.com/materiales-para-las-tecnicas-y-procedimiento-de-enfermeria/","10","0","0%","8.2"
"https://serenfermera.com/cuidado-de-enfermeris-psiquiatria/","9","2","22.22%","5.3333"
"https://serenfermera.com/tecnica-limpia-enfermeria/","9","0","0%","6"
"https://serenfermera.com/la-acupuntura-cura-los-mareos/","9","1","11.11%","3.7777777777777777"
"https://serenfermera.com/competencias-y-habilidades-de-auxiliar-de-enfermeria/","9","2","22.22%","2.2222"
"https://serenfermera.com/como-homologar-el-titulo-de-auxiliar-de-enfermeria-en-espana/","9","2","22.22%","6"
"https://serenfermera.com/tecnicas-enfermeria-control-ansiedad-quirurgico/","9","1","11.11%","5.444444444444445"
"https://serenfermera.com/definicion-tacto-rectal-auxiliar-de-enfermeria/","9","2","22.22%","7.1110999999999995"
"https://serenfermera.com/funciones-auxiliar-de-enfermeria-en-consultas-externas/","9","0","0%","2.1111"
"https://serenfermera.com/vasectomia-tecnica-quirurgica-enfermeria/","9","2","22.22%","1.7778"
"https://serenfermera.com/cuidados-post-cesarea-enfermeria/","8","0","0%","7"
"https://serenfermera.com/arritmia-cardiaca-cuidados-de-enfermeria/","8","3","37.5%","4.375"
"https://serenfermera.com/que-es-una-enfermera-practicante-neonatal/","8","0","0%","5.1249875"
"https://serenfermera.com/valoracion-de-enfermeria-en-base-a-necesidades-basicas-de-salud/","8","1","12.5%","7.625"
"https://serenfermera.com/concepto-de-enfermeria-tecnica/","7","0","0%","4.000014285714285"
"https://serenfermera.com/cuidados-de-enfermeria-heparina/","7","2","28.57%","6.2857"
"https://serenfermera.com/conocimientos-importantes-enfermeria-cuidados-intensivos/","6","3","50%","2"
"https://serenfermera.com/postectomia-cuidados-de-enfermeria/","6","1","16.67%","4.5"
"https://serenfermera.com/cuidados-de-enfermeria-en-el-neonato/","6","0","0%","6.1666"
"https://serenfermera.com/tecnicas-basicas-de-enfermeria-videos/","6","0","0%","3.3333"
"https://serenfermera.com/cuidados-de-enfermeria-en-paciente-con-colostomia/","6","2","33.33%","9.3333"
"https://serenfermera.com/metodo-kap-educacion-para-la-salud-enfermeria/","5","3","60%","4.4"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-place-nanda-nic-noc/","5","0","0%","6"
"https://serenfermera.com/tipos-de-trabajadores-sociales/","5","0","0%","6.6"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-paciente-con-influenza-a/","5","0","0%","7.4"
"https://serenfermera.com/cuidados-de-enfermeria-quemadura-por-aceite-hirviendo/","5","1","20%","6"
"https://serenfermera.com/tecnica-de-enfermeria-virginia-henderson/","5","0","0%","6.2"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-de-neumonia-en-pediatria/","5","1","20%","5.6"
"https://serenfermera.com/presion-intracraneal-cuidados-de-enfermeria/","5","0","0%","5.8"
"https://serenfermera.com/tipos-de-titulos-de-enfermeria/","5","0","0%","5.8"
"https://serenfermera.com/longitud-unas-auxiliar-enfermeria/","5","1","20%","5.4"
"https://serenfermera.com/are-physical-therapists-allowed-to-accept-gifts/","4","0","0%","8.75"
"https://serenfermera.com/how-many-hours-do-physical-therapists-work-a-day/","4","0","0%","6.75"
"https://serenfermera.com/planificacion-de-cuidados-de-auxiliar-enfermeria-paciente-con-ictus/","4","2","50%","6.5"
"https://serenfermera.com/cuidados-individuales-enfermeria/","4","0","0%","4.25"
"https://serenfermera.com/histerectomia-cuidados-de-enfermeria-postoperatorios/","4","0","0%","5.75"
"https://serenfermera.com/presion-arterial-invasiva-cuidados-de-enfermeria/","4","0","0%","10"
"https://serenfermera.com/cuidados-de-enfermeria-en-nutricion-parenteral-respuestas/","4","0","0%","5.5"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-alta/","4","0","0%","8.75"
"https://serenfermera.com/27-abril-auxiliar-enfermeria/","4","0","0%","6"
"https://serenfermera.com/preguntas-para-un-paciente-de-enfermeria-en-salud-mentan/","4","1","25%","5"
"https://serenfermera.com/cuidados-de-enfermeria-en-la-fase-de-agonia/","4","3","75%","6"
"https://serenfermera.com/nefrectomia-cuidados-de-enfermeria-postoperatorios/","4","0","0%","4"
"https://serenfermera.com/cuidados-de-enfermeria-hiperglucemia/","4","0","0%","6.75"
"https://serenfermera.com/9-divertidos-y-educativos-juegos-de-enfermeria/","4","0","0%","6.25"
"https://serenfermera.com/frases-de-auxiliar-de-enfermeria-escritas-en-un-llavero/","4","0","0%","2"
"https://serenfermera.com/pregunta-los-naturopatas-ganan-buen-dinero/","4","0","0%","10"
"https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-sindrome-de-guillain-barre/","4","3","75%","5"
"https://serenfermera.com/epi-equipo-de-proteccion-individual-auxiliar-enfermeria/","4","2","50%","4.75"
"https://serenfermera.com/definicion-de-tecnico-en-enfermeria/","4","0","0%","5.5"
"https://serenfermera.com/enfermera-de-radiologia/","3","1","33.33%","4.6667"
"https://serenfermera.com/gencat-ciclo-medio-auxiliar-de-enfermeria/","3","0","0%","6.3333"
"https://serenfermera.com/enfermedades-de-transmision-sexual-cuidados-de-enfermeria/","3","0","0%","8.3333"
"https://serenfermera.com/convalidar-tecnico-en-enfermeria/","3","1","33.33%","7.6667"
"https://serenfermera.com/cual-es-la-diferencia-entre-6x-y-30x-en-homeopatia/","3","2","66.67%","6.3333"
"https://serenfermera.com/marco-conceptual-del-cuidado-de-enfermeria-al-nino-y-adolescente/","3","1","33.33%","3.6667"
"https://serenfermera.com/cuidados-de-enfermeria-demencia/","3","3","100%","1"
"https://serenfermera.com/caducan-las-pastillas-homeopaticas/","3","0","0%","6.3333"
"https://serenfermera.com/cuidados-especificos-de-enfermeria-en-asma/","3","0","0%","7.3333"
"https://serenfermera.com/como-me-convierto-en-fisioterapeuta-en-nueva-zelanda/","3","1","33.33%","8.666666666666666"
"https://serenfermera.com/economia-de-la-salud-enfermeria/","3","1","33.33%","4.3333"
"https://serenfermera.com/auxiliar-de-enfermeria/","3","0","0%","8.3333"
"https://serenfermera.com/tecnicas-de-curaciones-en-enfermeria/","3","0","0%","8.6667"
"https://serenfermera.com/cuidados-individualizados-enfermeria/","3","0","0%","1.3333"
"https://serenfermera.com/sonda-suprapubica-cuidados-enfermeria/","3","0","0%","9"
"https://serenfermera.com/frequent-question-do-you-massage-your-neck-up-or-down/","3","0","0%","7.333333333333333"
"https://serenfermera.com/escaras-cuidados-de-enfermeria/","3","0","0%","9.3333"
"https://serenfermera.com/enfermeria-cuidados-generales-con-los-farmacos/","3","0","0%","7"
"https://serenfermera.com/enfermera-de-dermatologia/","3","1","33.33%","4.3333"
"https://serenfermera.com/incompatibilidad-rh-en-el-embarazo-cuidados-de-enfermeria/","2","0","0%","8.5"
"https://serenfermera.com/como-te-conviertes-en-fisioterapeuta-en-canada/","2","0","0%","5.5"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-ninos-con-neumonia/","2","3","150%","5.5"
"https://serenfermera.com/balance-hidrico-auxiliar-de-enfermeria/","2","0","0%","7.5"
"https://serenfermera.com/proceso-enfermeria-cuidados-bypass-preoperatorio/","2","2","100%","5"
"https://serenfermera.com/cuidados-de-enfermeria-postoperatorio-apendicitis/","2","0","0%","6"
"https://serenfermera.com/meniscectomia-artroscopica-cuidados-de-enfermeria/","2","0","0%","8"
"https://serenfermera.com/tu-pregunta-son-seguros-los-sillones-de-masaje-durante-el-embarazo/","2","0","0%","6.5"
"https://serenfermera.com/cuidados-de-enfermeria-paciente-con-ostomia/","2","3","150%","4.5"
"https://serenfermera.com/mejor-respuesta-cuanto-ganan-los-medicos-naturopatas/","2","0","0%","20"
"https://serenfermera.com/cuidados-de-enfermeria-en-urgencias-fuden-tablon-en-blanco/","2","0","0%","4"
"https://serenfermera.com/cuidados-de-enfermeria-en-accidente-cerebro-vascular/","2","0","0%","5"
"https://serenfermera.com/biopsia-de-prostata-cuidados-de-enfermeria/","2","0","0%","5.5"
"https://serenfermera.com/estudia-auxiliar-de-enfermeria/","2","0","0%","10"
"https://serenfermera.com/plan-de-cuidados-de-enfermeria-ictericia-enolismo/","2","0","0%","9"
"https://serenfermera.com/ejemplo-autobaremo-ope-auxiliar-de-enfermeria/","2","0","0%","6"
"https://serenfermera.com/convalidad-asistencia-sociosanitaria-con-auxiliar-de-enfermeria/","2","0","0%","2.5"
"https://serenfermera.com/cuidados-de-enfermeria-en-el-servicio-de-ginecologia/","2","1","50%","2"
"https://serenfermera.com/modulos-y-unidades-formativas-fp-auxiliar-de-enfermeria/","2","1","50%","4"
